,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
331,TXN_8894157,Sandwich,4,4.0,16.0,Credit Card,DK/NS,
332,TXN_5523450,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-07-02
333,TXN_7838964,Sandwich,3,4.0,12.0,Credit Card,In-store,2023-06-15
334,TXN_2773987,Smoothie,5,4.0,20.0,DK/NS,DK/NS,2023-01-11
335,TXN_1158829,Tea,1,1.5,1.5,Credit Card,DK/NS,2023-10-02
336,TXN_2523298,Tea,4,1.5,6.0,DK/NS,In-store,2023-03-25
337,TXN_8685737,Smoothie,2,4.0,8.0,DK/NS,In-store,2023-11-02
338,TXN_5634135,Cookie,2,1.0,2.0,DK/NS,DK/NS,2023-01-27
339,TXN_1524626,Smoothie,2,4.0,8.0,Digital Wallet,DK/NS,2023-12-29
340,TXN_7275407,Smoothie,2,4.0,8.0,Digital Wallet,In-store,2023-10-20
341,TXN_2889622,Juice,4,3.0,12.0,Credit Card,DK/NS,2023-11-01
342,TXN_6849113,Cookie,1,1.0,1.0,Credit Card,DK/NS,2023-07-14
343,TXN_2265316,Cookie,3,1.0,3.0,Credit Card,In-store,2023-12-29
344,TXN_9472241,Salad,3,5.0,15.0,Cash,Takeaway,2023-06-30
345,TXN_7345414,Salad,1,5.0,5.0,DK/NS,DK/NS,2023-02-15
346,TXN_4473352,Cake,1,3.0,3.0,DK/NS,In-store,2023-11-16
347,TXN_2814363,Tea,2,1.5,3.0,DK/NS,DK/NS,2023-07-02
348,TXN_1846004,Juice,3,3.0,9.0,Cash,In-store,2023-05-21
349,TXN_7140471,Cake,1,3.0,3.0,Credit Card,DK/NS,2023-05-25
350,TXN_3119542,Smoothie,1,4.0,4.0,Credit Card,DK/NS,2023-10-31
351,TXN_7773968,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-02-24
352,TXN_9081088,Tea,2,1.5,3.0,Cash,Takeaway,2023-02-27
353,TXN_8559167,Sandwich,5,4.0,20.0,DK/NS,Takeaway,2023-12-09
354,TXN_1130191,Smoothie,2,4.0,8.0,Cash,In-store,2023-04-06
355,TXN_5215451,Sandwich,5,4.0,20.0,Digital Wallet,DK/NS,2023-11-02
356,TXN_1040764,Coffee,3,2.0,6.0,Cash,Takeaway,2023-07-27
357,TXN_5457133,Juice,5,3.0,15.0,DK/NS,In-store,2023-03-03
358,TXN_8365478,DK/NS,3,4.0,12.0,Cash,Takeaway,2023-02-06
359,TXN_2100697,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-09-19
360,TXN_7676968,Smoothie,4,4.0,16.0,DK/NS,In-store,2023-02-21
361,TXN_5726998,Cake,3,3.0,9.0,Credit Card,DK/NS,2023-08-12
362,TXN_4134594,Sandwich,3,4.0,12.0,Digital Wallet,In-store,2023-09-27
363,TXN_5079340,Cookie,4,1.0,4.0,Cash,In-store,2023-08-18
364,TXN_8276635,DK/NS,4,4.0,16.0,Digital Wallet,Takeaway,2023-12-16
365,TXN_1380601,Tea,4,1.5,6.0,Digital Wallet,In-store,2023-03-11
366,TXN_3959152,Juice,1,3.0,3.0,DK/NS,In-store,2023-05-21
367,TXN_7776739,Tea,2,1.5,3.0,DK/NS,Takeaway,2023-02-23
368,TXN_7569615,DK/NS,2,3.0,6.0,Cash,Takeaway,2023-06-07
369,TXN_8703771,Cake,5,3.0,15.0,DK/NS,In-store,2023-05-12
370,TXN_2052395,Smoothie,3,4.0,12.0,Credit Card,In-store,2023-07-06
371,TXN_9421441,DK/NS,2,4.0,8.0,Cash,DK/NS,2023-06-20
372,TXN_9065402,Salad,1,5.0,5.0,Cash,Takeaway,2023-12-22
373,TXN_3638955,Cookie,2,1.0,2.0,Cash,Takeaway,2023-09-02
374,TXN_2635532,DK/NS,4,4.0,16.0,Cash,Takeaway,2023-01-14
375,TXN_8256593,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-08-09
376,TXN_9271457,Cake,3,3.0,9.0,Digital Wallet,In-store,2023-02-27
377,TXN_5392603,Coffee,1,2.0,2.0,Cash,In-store,2023-05-14
378,TXN_6319728,Coffee,2,2.0,4.0,Credit Card,In-store,2023-07-18
379,TXN_9263299,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-10-08
380,TXN_2301505,Cake,5,3.0,15.0,Digital Wallet,DK/NS,2023-03-21
381,TXN_5895177,Cake,5,3.0,15.0,DK/NS,DK/NS,2023-08-16
382,TXN_8751516,Tea,3,1.5,4.5,Cash,Takeaway,
383,TXN_8147357,Tea,5,1.5,7.5,DK/NS,Takeaway,2023-04-20
384,TXN_1436343,Cookie,1,1.0,1.0,Credit Card,In-store,2023-11-26
385,TXN_2214698,Salad,4,5.0,20.0,Credit Card,DK/NS,2023-10-10
386,TXN_7480234,Salad,1,5.0,5.0,Cash,Takeaway,2023-05-10
387,TXN_3283097,Coffee,5,2.0,10.0,Cash,Takeaway,2023-02-28
388,TXN_2633602,DK/NS,2,3.0,6.0,Digital Wallet,In-store,2023-02-02
389,TXN_3093219,Juice,5,3.0,15.0,Cash,DK/NS,2023-01-28
390,TXN_3515730,Cookie,1,1.0,1.0,Credit Card,DK/NS,2023-08-14
391,TXN_3665733,Coffee,5,2.0,10.0,Cash,Takeaway,
392,TXN_4010658,Tea,5,1.5,7.5,DK/NS,DK/NS,2023-09-26
393,TXN_1454467,Juice,3,3.0,9.0,Cash,In-store,2023-03-15
394,TXN_2598728,Cake,2,3.0,6.0,Credit Card,DK/NS,2023-01-13
395,TXN_3390285,Tea,2,1.5,3.0,DK/NS,Takeaway,2023-02-06
396,TXN_8224079,Cookie,5,1.0,5.0,Cash,In-store,2023-10-16
397,TXN_1916339,Cake,1,3.0,3.0,Cash,In-store,2023-07-15
398,TXN_8611035,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-05-28
399,TXN_3595735,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-03-26
400,TXN_4884822,Cookie,1,1.0,1.0,Credit Card,DK/NS,2023-04-23
401,TXN_3668051,Cake,1,3.0,3.0,DK/NS,DK/NS,2023-11-17
402,TXN_6169633,Salad,4,5.0,20.0,Credit Card,Takeaway,2023-12-20
403,TXN_3884811,Coffee,4,2.0,8.0,Credit Card,DK/NS,2023-06-10
404,TXN_7050740,DK/NS,1,3.0,3.0,Cash,Takeaway,2023-07-12
405,TXN_1234097,Cookie,4,1.0,4.0,Cash,DK/NS,2023-12-04
406,TXN_4518102,Tea,5,1.5,7.5,Credit Card,In-store,2023-02-08
407,TXN_5939055,Coffee,3,2.0,6.0,DK/NS,Takeaway,2023-10-21
408,TXN_7809183,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-09-08
409,TXN_6071202,Cookie,1,1.0,1.0,Cash,In-store,2023-06-07
410,TXN_8158496,Tea,4,1.5,6.0,Cash,DK/NS,2023-06-19
411,TXN_2726848,Cake,5,3.0,15.0,Credit Card,DK/NS,2023-09-11
412,TXN_3666858,Cake,4,3.0,12.0,Credit Card,In-store,2023-12-27
413,TXN_5499915,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-02-01
414,TXN_4660753,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-10-04
415,TXN_8089522,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-02-12
416,TXN_1564754,Salad,3,5.0,15.0,Digital Wallet,In-store,2023-03-14
417,TXN_1824506,Cake,1,3.0,3.0,Cash,In-store,2023-03-02
418,TXN_3229758,Coffee,4,2.0,8.0,Cash,Takeaway,
419,TXN_3677592,Sandwich,2,4.0,8.0,Cash,DK/NS,2023-05-29
420,TXN_1002457,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-09-29
421,TXN_8056263,Smoothie,5,4.0,20.0,DK/NS,In-store,2023-04-20
422,TXN_4732351,Sandwich,1,4.0,4.0,Digital Wallet,In-store,2023-04-22
423,TXN_8049191,Cake,3,3.0,9.0,Credit Card,DK/NS,2023-07-31
424,TXN_4980036,Cake,2,3.0,6.0,Cash,Takeaway,2023-01-05
425,TXN_3022839,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-08-25
426,TXN_7701070,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-07-28
427,TXN_8048037,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-03-31
428,TXN_4619029,Sandwich,3,4.0,12.0,Credit Card,In-store,
429,TXN_4444463,Cake,4,3.0,12.0,DK/NS,DK/NS,2023-05-16
430,TXN_1887522,Sandwich,4,4.0,16.0,Cash,In-store,2023-02-20
431,TXN_6908953,Tea,1,1.5,1.5,DK/NS,In-store,2023-12-08
432,TXN_4759769,Sandwich,1,4.0,4.0,DK/NS,In-store,2023-08-03
433,TXN_2254479,Tea,2,1.5,3.0,DK/NS,Takeaway,2023-08-03
434,TXN_7555408,Salad,2,5.0,10.0,DK/NS,In-store,2023-06-06
435,TXN_6857943,Cake,5,3.0,15.0,DK/NS,Takeaway,2023-01-08
436,TXN_4796350,DK/NS,3,4.0,12.0,DK/NS,Takeaway,
437,TXN_9552845,Sandwich,3,4.0,12.0,Cash,DK/NS,2023-02-18
438,TXN_6769465,Juice,5,3.0,15.0,Digital Wallet,In-store,2023-06-13
439,TXN_7438831,Coffee,5,2.0,10.0,DK/NS,DK/NS,2023-12-24
440,TXN_3871837,Tea,3,1.5,4.5,Digital Wallet,Takeaway,2023-12-15
441,TXN_3656762,Sandwich,2,4.0,8.0,DK/NS,Takeaway,2023-07-31
442,TXN_4980282,Cake,1,3.0,3.0,Digital Wallet,In-store,2023-10-22
443,TXN_3580786,Tea,1,1.5,1.5,DK/NS,In-store,2023-03-28
444,TXN_4355728,DK/NS,4,3.0,12.0,Credit Card,DK/NS,2023-03-06
445,TXN_2508476,Smoothie,5,4.0,20.0,Cash,DK/NS,2023-04-14
446,TXN_1325631,Cake,4,3.0,12.0,Credit Card,In-store,2023-02-11
447,TXN_8209125,Cookie,3,1.0,3.0,Credit Card,Takeaway,2023-01-30
448,TXN_1751164,Salad,2,5.0,10.0,Cash,DK/NS,2023-09-11
449,TXN_3730415,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-04-09
450,TXN_4134253,Tea,4,1.5,6.0,Cash,In-store,2023-10-07
451,TXN_3256497,Coffee,2,2.0,4.0,Cash,DK/NS,2023-08-20
452,TXN_8763180,Smoothie,1,4.0,4.0,DK/NS,Takeaway,2023-04-16
453,TXN_3219175,Sandwich,5,4.0,20.0,DK/NS,DK/NS,2023-02-23
454,TXN_6234872,Smoothie,1,4.0,4.0,DK/NS,DK/NS,2023-12-23
455,TXN_7919440,Tea,4,1.5,6.0,Cash,DK/NS,2023-08-19
456,TXN_7558641,Coffee,1,2.0,2.0,Digital Wallet,In-store,2023-12-22
457,TXN_9940220,Juice,2,3.0,6.0,DK/NS,Takeaway,2023-03-05
458,TXN_8805984,Juice,2,3.0,6.0,Credit Card,Takeaway,
459,TXN_2130483,Tea,4,1.5,6.0,Cash,DK/NS,2023-11-25
460,TXN_1972584,Sandwich,5,4.0,20.0,Digital Wallet,DK/NS,2023-07-10
461,TXN_3150792,Coffee,5,2.0,10.0,Cash,DK/NS,2023-07-02
462,TXN_2980008,Cake,3,3.0,9.0,Digital Wallet,DK/NS,2023-11-17
463,TXN_5511805,Juice,1,3.0,3.0,DK/NS,Takeaway,2023-06-03
464,TXN_7292548,Cookie,4,1.0,4.0,Digital Wallet,DK/NS,2023-03-24
465,TXN_2169664,Smoothie,1,4.0,4.0,Cash,DK/NS,2023-07-23
466,TXN_3234877,Coffee,4,2.0,8.0,Cash,Takeaway,2023-07-29
467,TXN_6368719,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-01-03
468,TXN_8852585,Sandwich,4,4.0,16.0,Credit Card,Takeaway,2023-01-05
469,TXN_9201010,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-03-15
470,TXN_7817014,Cookie,1,1.0,1.0,Digital Wallet,Takeaway,
471,TXN_2873990,Sandwich,2,4.0,8.0,DK/NS,DK/NS,2023-03-12
472,TXN_3088796,Sandwich,4,4.0,16.0,Credit Card,DK/NS,2023-08-16
473,TXN_3414935,Coffee,4,2.0,8.0,DK/NS,In-store,2023-08-03
474,TXN_3607652,Salad,4,5.0,20.0,Digital Wallet,In-store,2023-06-05
475,TXN_8502094,Juice,5,3.0,15.0,Credit Card,In-store,2023-03-21
476,TXN_9068244,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-10-19
477,TXN_2696664,Cookie,5,1.0,5.0,DK/NS,In-store,2023-01-07
478,TXN_7661609,DK/NS,1,3.0,3.0,DK/NS,In-store,2023-11-29
479,TXN_7633490,Cookie,1,1.0,1.0,Cash,Takeaway,2023-10-27
480,TXN_9292230,Tea,4,1.5,6.0,Credit Card,In-store,2023-07-14
481,TXN_1664665,DK/NS,3,3.0,9.0,Credit Card,In-store,2023-05-21
482,TXN_5081978,Cake,1,3.0,3.0,DK/NS,In-store,2023-10-19
483,TXN_7314409,Smoothie,5,4.0,20.0,Credit Card,DK/NS,2023-08-06
484,TXN_4573576,DK/NS,2,3.0,6.0,Cash,In-store,2023-07-05
485,TXN_5645919,Coffee,3,2.0,6.0,Credit Card,DK/NS,2023-01-17
486,TXN_8006668,Tea,4,1.5,6.0,Credit Card,In-store,2023-12-22
487,TXN_8818168,Juice,4,3.0,12.0,Digital Wallet,DK/NS,2023-07-20
488,TXN_4369043,Juice,2,3.0,6.0,Cash,DK/NS,2023-03-25
489,TXN_3560062,Cookie,1,1.0,1.0,Cash,In-store,2023-03-20
490,TXN_4769307,Tea,5,1.5,7.5,Digital Wallet,DK/NS,2023-12-24
491,TXN_7270652,Sandwich,1,4.0,4.0,DK/NS,Takeaway,2023-05-14
492,TXN_4991815,Cake,5,3.0,15.0,Cash,DK/NS,2023-11-06
493,TXN_6360132,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-09-16
494,TXN_8199829,Cake,2,3.0,6.0,Credit Card,DK/NS,2023-07-29
495,TXN_9166449,Cookie,4,1.0,4.0,DK/NS,Takeaway,2023-07-31
496,TXN_7864939,Sandwich,3,4.0,12.0,Digital Wallet,In-store,2023-08-19
497,TXN_2640701,Salad,3,5.0,15.0,DK/NS,Takeaway,2023-05-07
498,TXN_3740963,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-01-22
499,TXN_8101633,Sandwich,2,4.0,8.0,DK/NS,In-store,2023-08-10
500,TXN_6063966,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-10-24
501,TXN_3779640,Tea,1,1.5,1.5,Digital Wallet,In-store,2023-05-16
502,TXN_8278833,Cake,3,3.0,9.0,DK/NS,DK/NS,2023-02-26
503,TXN_8778598,Sandwich,3,4.0,12.0,Cash,DK/NS,2023-09-02
504,TXN_7550103,Cake,5,3.0,15.0,DK/NS,Takeaway,2023-01-19
505,TXN_3664656,Cookie,5,1.0,5.0,DK/NS,Takeaway,2023-08-13
506,TXN_7296560,Juice,2,3.0,6.0,DK/NS,DK/NS,2023-10-20
507,TXN_8136881,Salad,3,5.0,15.0,Cash,In-store,2023-08-28
508,TXN_3981449,Smoothie,2,4.0,8.0,Cash,In-store,2023-06-21
509,TXN_5427506,Cake,3,3.0,9.0,Cash,Takeaway,2023-09-15
510,TXN_2641386,Sandwich,3,4.0,12.0,DK/NS,Takeaway,2023-03-25
511,TXN_1485417,Cookie,3,1.0,3.0,Cash,In-store,
512,TXN_4033802,Tea,3,1.5,4.5,Cash,Takeaway,2023-03-02
513,TXN_7752124,DK/NS,3,4.0,12.0,Credit Card,DK/NS,2023-12-09
514,TXN_9762324,Cake,2,3.0,6.0,Cash,In-store,
515,TXN_1628509,Smoothie,5,4.0,20.0,DK/NS,Takeaway,
516,TXN_8259257,Tea,2,1.5,3.0,DK/NS,In-store,2023-12-13
517,TXN_4183823,Sandwich,4,4.0,16.0,Credit Card,DK/NS,2023-03-28
518,TXN_2239041,Tea,4,1.5,6.0,DK/NS,In-store,2023-10-24
519,TXN_4696439,Cookie,1,1.0,1.0,Cash,In-store,2023-05-27
520,TXN_8826983,Smoothie,5,4.0,20.0,Cash,In-store,2023-01-14
521,TXN_8267034,Juice,2,3.0,6.0,DK/NS,Takeaway,2023-06-20
522,TXN_1959334,Coffee,3,2.0,6.0,DK/NS,DK/NS,2023-06-29
523,TXN_6842808,Tea,2,1.5,3.0,DK/NS,DK/NS,2023-10-22
524,TXN_2947822,Cake,4,3.0,12.0,Digital Wallet,In-store,2023-10-27
525,TXN_5531712,Tea,2,1.5,3.0,Cash,DK/NS,2023-01-09
526,TXN_2148838,Sandwich,2,4.0,8.0,Credit Card,DK/NS,2023-08-05
527,TXN_1330506,Cookie,3,1.0,3.0,Digital Wallet,DK/NS,2023-11-10
528,TXN_5898743,Juice,4,3.0,12.0,DK/NS,Takeaway,
529,TXN_8957369,Salad,4,5.0,20.0,Digital Wallet,DK/NS,2023-10-18
530,TXN_9340653,Smoothie,1,4.0,4.0,Digital Wallet,DK/NS,2023-10-19
531,TXN_2493446,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-05-19
532,TXN_4538354,Juice,3,3.0,9.0,Cash,Takeaway,2023-04-21
533,TXN_7098730,Cake,2,3.0,6.0,Digital Wallet,DK/NS,2023-11-10
534,TXN_7533411,Cookie,1,1.0,1.0,Digital Wallet,In-store,2023-11-09
535,TXN_2690314,Tea,5,1.5,7.5,Cash,In-store,2023-08-10
536,TXN_8171171,Coffee,1,2.0,2.0,DK/NS,Takeaway,2023-05-13
537,TXN_3791639,DK/NS,4,3.0,12.0,Digital Wallet,DK/NS,
538,TXN_2968827,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-09-14
539,TXN_4546375,Salad,1,5.0,5.0,Credit Card,DK/NS,2023-02-20
540,TXN_1387401,Cookie,4,1.0,4.0,Cash,In-store,2023-10-19
541,TXN_6727029,Tea,2,1.5,3.0,DK/NS,Takeaway,2023-07-07
542,TXN_3917193,Juice,5,3.0,15.0,Credit Card,Takeaway,2023-11-17
543,TXN_8518516,Sandwich,4,4.0,16.0,DK/NS,DK/NS,2023-08-16
544,TXN_2062854,Sandwich,4,4.0,16.0,Digital Wallet,Takeaway,2023-12-01
545,TXN_4075863,Smoothie,3,4.0,12.0,Cash,Takeaway,2023-05-21
546,TXN_5624860,Tea,3,1.5,4.5,Credit Card,Takeaway,2023-08-22
547,TXN_4621665,Smoothie,5,4.0,20.0,DK/NS,DK/NS,2023-01-17
548,TXN_6669417,Salad,5,5.0,25.0,DK/NS,Takeaway,2023-01-03
549,TXN_7837381,Sandwich,5,4.0,20.0,DK/NS,Takeaway,2023-07-17
550,TXN_1725926,Juice,5,3.0,15.0,Credit Card,DK/NS,2023-12-23
551,TXN_3403173,Salad,1,5.0,5.0,DK/NS,DK/NS,2023-06-24
552,TXN_4186681,Tea,4,1.5,6.0,Digital Wallet,DK/NS,2023-05-24
553,TXN_4152036,DK/NS,2,3.0,6.0,Cash,DK/NS,
554,TXN_4059912,DK/NS,3,4.0,12.0,DK/NS,DK/NS,2023-04-21
555,TXN_3381656,Cake,5,3.0,15.0,Cash,Takeaway,2023-10-26
556,TXN_9956154,Cake,4,3.0,12.0,DK/NS,In-store,2023-05-11
557,TXN_7110444,Salad,4,5.0,20.0,Cash,DK/NS,2023-12-07
558,TXN_6250692,Sandwich,1,4.0,4.0,DK/NS,DK/NS,2023-09-01
559,TXN_1183995,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-03-28
560,TXN_9452225,Tea,1,1.5,1.5,DK/NS,In-store,2023-02-26
561,TXN_9113574,Coffee,4,2.0,8.0,DK/NS,In-store,2023-01-04
562,TXN_5813015,Cookie,5,1.0,5.0,Digital Wallet,DK/NS,2023-10-07
563,TXN_3213035,Smoothie,4,4.0,16.0,DK/NS,In-store,2023-05-21
564,TXN_3789752,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-12-16
565,TXN_7578769,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-01-30
566,TXN_3515664,Coffee,2,2.0,4.0,Cash,Takeaway,2023-09-25
567,TXN_6209258,Juice,1,3.0,3.0,Credit Card,DK/NS,2023-03-06
568,TXN_8594004,Cookie,4,1.0,4.0,Credit Card,DK/NS,2023-02-25
569,TXN_6422433,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-05-09
570,TXN_2865033,Coffee,2,2.0,4.0,Cash,DK/NS,2023-08-03
571,TXN_5547519,Salad,4,5.0,20.0,DK/NS,In-store,2023-05-13
572,TXN_2392263,Salad,5,5.0,25.0,DK/NS,Takeaway,2023-02-08
573,TXN_3810451,Juice,4,3.0,12.0,DK/NS,DK/NS,
574,TXN_4669664,Cookie,1,1.0,1.0,Digital Wallet,In-store,2023-12-21
575,TXN_9470612,Cake,3,3.0,9.0,DK/NS,Takeaway,2023-04-30
576,TXN_7507962,Smoothie,4,4.0,16.0,DK/NS,DK/NS,2023-06-22
577,TXN_1109715,Cake,1,3.0,3.0,DK/NS,In-store,2023-07-15
578,TXN_8320245,Tea,3,1.5,4.5,DK/NS,Takeaway,2023-04-09
579,TXN_5904646,Smoothie,1,4.0,4.0,DK/NS,DK/NS,2023-03-26
580,TXN_4498526,Smoothie,3,4.0,12.0,Credit Card,DK/NS,2023-06-20
581,TXN_2744907,Salad,2,5.0,10.0,Digital Wallet,DK/NS,
582,TXN_5209585,Tea,2,1.5,3.0,DK/NS,Takeaway,2023-08-12
583,TXN_2213556,Coffee,1,2.0,2.0,Cash,In-store,2023-05-30
584,TXN_3826038,Salad,1,5.0,5.0,Cash,Takeaway,2023-10-20
585,TXN_7596587,Tea,3,1.5,4.5,Credit Card,DK/NS,2023-02-08
586,TXN_7380277,Sandwich,4,4.0,16.0,Digital Wallet,Takeaway,2023-04-24
587,TXN_1353479,Smoothie,4,4.0,16.0,Cash,DK/NS,2023-09-20
588,TXN_6054137,Juice,3,3.0,9.0,DK/NS,In-store,2023-05-09
589,TXN_7609853,Sandwich,1,4.0,4.0,Digital Wallet,In-store,2023-04-22
590,TXN_9266394,Cookie,2,1.0,2.0,Credit Card,In-store,2023-07-12
591,TXN_5448157,Cookie,3,1.0,3.0,Credit Card,DK/NS,2023-01-11
592,TXN_8298311,Tea,2,1.5,3.0,Digital Wallet,In-store,
593,TXN_6744866,Tea,4,1.5,6.0,DK/NS,Takeaway,
594,TXN_6152588,Coffee,3,2.0,6.0,Cash,Takeaway,2023-11-21
595,TXN_6569656,Cookie,5,1.0,5.0,Cash,DK/NS,2023-02-28
596,TXN_2156206,Smoothie,2,4.0,8.0,DK/NS,DK/NS,2023-02-04
597,TXN_3142258,Salad,4,5.0,20.0,DK/NS,Takeaway,2023-11-03
598,TXN_5739806,Smoothie,3,4.0,12.0,Credit Card,In-store,2023-09-18
599,TXN_9228978,Coffee,5,2.0,10.0,Digital Wallet,In-store,2023-02-09
600,TXN_5897205,Cookie,1,1.0,1.0,DK/NS,In-store,2023-06-10
601,TXN_1556652,Cake,5,3.0,15.0,Digital Wallet,DK/NS,2023-04-06
602,TXN_8608765,Salad,4,5.0,20.0,Credit Card,DK/NS,2023-09-02
603,TXN_8764825,Smoothie,3,4.0,12.0,Cash,DK/NS,
604,TXN_7353972,DK/NS,4,3.0,12.0,Cash,In-store,2023-02-02
605,TXN_1124753,Salad,4,5.0,20.0,Digital Wallet,In-store,2023-10-19
606,TXN_9410981,Cookie,2,1.0,2.0,DK/NS,Takeaway,2023-02-07
607,TXN_9349962,DK/NS,4,4.0,16.0,DK/NS,In-store,
608,TXN_7611120,Juice,2,3.0,6.0,Cash,Takeaway,2023-03-30
609,TXN_2106959,Sandwich,5,4.0,20.0,Digital Wallet,DK/NS,2023-09-05
610,TXN_2237115,Coffee,1,2.0,2.0,DK/NS,Takeaway,2023-01-13
611,TXN_6836137,Cake,4,3.0,12.0,DK/NS,In-store,2023-08-30
612,TXN_6316959,Tea,2,1.5,3.0,Cash,In-store,2023-11-10
613,TXN_2265984,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-10-18
614,TXN_6352917,Salad,5,5.0,25.0,Cash,DK/NS,2023-05-05
615,TXN_9564123,Cake,4,3.0,12.0,Credit Card,DK/NS,2023-03-23
616,TXN_3946544,Cake,5,3.0,15.0,Credit Card,DK/NS,
617,TXN_1123138,Salad,1,5.0,5.0,Cash,In-store,2023-02-10
618,TXN_9212503,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-10-08
619,TXN_1921262,Sandwich,2,4.0,8.0,DK/NS,DK/NS,2023-11-24
620,TXN_1259824,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-04-29
621,TXN_6868049,Juice,5,3.0,15.0,Digital Wallet,DK/NS,
622,TXN_2806243,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-01-14
623,TXN_9759896,Tea,4,1.5,6.0,DK/NS,DK/NS,2023-12-02
624,TXN_7560807,Salad,2,5.0,10.0,Credit Card,DK/NS,2023-04-16
625,TXN_3286932,Cookie,1,1.0,1.0,Digital Wallet,Takeaway,2023-07-11
626,TXN_3481470,Salad,4,5.0,20.0,Credit Card,In-store,2023-12-24
627,TXN_9907327,Salad,2,5.0,10.0,Credit Card,DK/NS,2023-10-07
628,TXN_3469469,Cookie,1,1.0,1.0,Digital Wallet,In-store,2023-10-25
629,TXN_2681833,Cookie,3,1.0,3.0,Digital Wallet,In-store,2023-10-05
630,TXN_3179966,Tea,2,1.5,3.0,Digital Wallet,DK/NS,2023-05-27
632,TXN_3629351,Cake,1,3.0,3.0,Digital Wallet,DK/NS,2023-07-21
633,TXN_3142836,Cake,2,3.0,6.0,Cash,DK/NS,2023-11-01
634,TXN_4998786,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-10-25
635,TXN_7228816,Salad,1,5.0,5.0,DK/NS,In-store,2023-04-21
636,TXN_6904590,Coffee,4,2.0,8.0,Credit Card,DK/NS,2023-02-19
637,TXN_2126408,Cookie,3,1.0,3.0,Cash,Takeaway,2023-10-19
638,TXN_8664315,Salad,2,5.0,10.0,Cash,DK/NS,2023-08-14
639,TXN_8958593,Juice,5,3.0,15.0,Digital Wallet,In-store,2023-07-08
640,TXN_2383598,Sandwich,2,4.0,8.0,Digital Wallet,In-store,2023-09-19
641,TXN_2211685,Smoothie,1,4.0,4.0,Credit Card,In-store,2023-06-06
642,TXN_1503602,Tea,5,1.5,7.5,Digital Wallet,DK/NS,2023-12-16
644,TXN_8716752,Juice,1,3.0,3.0,DK/NS,In-store,2023-12-05
645,TXN_4266787,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-01-12
646,TXN_5933480,Sandwich,3,4.0,12.0,Digital Wallet,In-store,2023-09-04
647,TXN_8255965,Juice,2,3.0,6.0,DK/NS,In-store,2023-11-16
648,TXN_4364091,Smoothie,1,4.0,4.0,DK/NS,Takeaway,2023-04-14
649,TXN_9203920,DK/NS,4,3.0,12.0,DK/NS,Takeaway,2023-11-01
650,TXN_8964812,Salad,4,5.0,20.0,Digital Wallet,DK/NS,2023-10-14
651,TXN_6721531,Tea,4,1.5,6.0,DK/NS,In-store,2023-03-06
652,TXN_5447508,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-06-28
653,TXN_5686113,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-09-09
654,TXN_9239779,Salad,1,5.0,5.0,Cash,DK/NS,2023-01-09
655,TXN_9265319,Salad,3,5.0,15.0,Cash,DK/NS,2023-11-15
656,TXN_9265313,Cake,3,3.0,9.0,DK/NS,In-store,2023-10-01
657,TXN_3397609,Smoothie,2,4.0,8.0,Digital Wallet,In-store,2023-07-22
658,TXN_9347203,Sandwich,5,4.0,20.0,Cash,In-store,2023-04-15
